date,day_of_week,month,year,quarter,is_holiday,is_national_holiday,is_payday,is_weekend,dcoilwtico,onpromotion,transactions,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_min_14,rolling_max_14,rolling_mean_28,rolling_std_28,rolling_min_28,rolling_max_28,unit_sales,store_nbr,family
2014-01-11,5,1,2014,1,0,0,0,1,92.39,0.0,2348.434774262028,6280.649065838561,5143.4977257705605,5757.0,4689.0,6309.402925347784,657.2292532582743,5143.4977257705605,7120.423436259296,5937.524083299054,760.1751787665063,4717.0,7120.423436259296,6709.083470220956,2595.5785482023016,4648.0,17276.0,6520.402214646354,51,GROCERY I
2014-01-12,6,1,2014,1,0,0,0,1,92.39,0.0,2359.1159334040954,6520.402214646354,5876.477427010586,4717.0,5957.0,6506.103566615754,409.4812811731559,5876.477427010586,7120.423436259296,5992.0528129166505,773.4932026833252,4717.0,7120.423436259296,6774.4906921726115,2565.691246510702,4648.0,17276.0,7626.445576919592,51,GROCERY I
2014-01-13,0,1,2014,1,0,0,0,0,91.45,0.0,2378.4197978508987,7626.445576919592,7120.423436259296,6674.0,7706.0,6756.099016602754,487.7332923954397,6280.649065838561,7626.445576919592,6199.870354125193,795.1119299525848,4933.0,7626.445576919592,6834.113748491168,2565.3880733186193,4648.0,17276.0,7967.555636899692,51,GROCERY I
2014-01-14,1,1,2014,1,0,0,0,0,92.15,0.0,2387.7337911125956,7967.555636899692,6524.855115315701,4933.0,6925.0,6877.117902408526,665.7925668100243,6280.649065838561,7967.555636899692,6292.267185332314,919.8256795965606,4933.0,7967.555636899692,6843.455021237585,2569.1538650192647,4648.0,17276.0,7684.098825025088,51,GROCERY I
2014-01-15,2,1,2014,1,0,0,1,0,93.78,0.0,2389.1582508163488,7684.098825025088,6892.159043876757,6238.65495823133,5517.0,7042.724146652724,706.497180164799,6280.649065838561,7967.555636899692,6488.774244262677,900.7692586034347,5143.4977257705605,7967.555636899692,6870.56569355991,2574.046716457498,4648.0,17276.0,6991.030872616583,51,GROCERY I
2014-01-16,3,1,2014,1,0,0,0,0,93.54,0.0,2393.1968591768937,6991.030872616583,6327.758663363022,5432.285458058473,12820.0,7056.848693615556,703.969153929249,6280.649065838561,7967.555636899692,6542.515381004479,907.1204173634427,5143.4977257705605,7967.555636899692,6923.209653296217,2560.375539659402,4648.0,17276.0,7539.395220941527,51,GROCERY I
2014-01-17,4,1,2014,1,0,0,0,0,93.96,0.0,2404.6034211494566,7539.395220941527,6280.649065838561,5207.576272462462,6505.0,7229.939630412485,640.961646033419,6280.649065838561,7967.555636899692,6693.023221210412,883.2326666525815,5143.4977257705605,7967.555636899692,6734.6166254726995,2290.1623865043425,4648.0,17276.0,6993.139184788203,51,GROCERY I
2014-01-18,5,1,2014,1,0,0,0,1,93.96,0.0,2413.2902018544382,6993.139184788203,6520.402214646354,5143.4977257705605,6385.0,7331.723933119577,507.8373353793213,6520.402214646354,7967.555636899692,6820.563429233679,774.4519230011318,5143.4977257705605,7967.555636899692,6752.050167786562,2290.20766930723,4648.0,17276.0,7652.134961452038,51,GROCERY I
2014-01-19,6,1,2014,1,0,0,0,1,93.96,0.0,2410.3332085829193,7652.134961452038,7626.445576919592,5876.477427010586,7394.0,7493.400039806103,367.1599803738022,6991.030872616583,7967.555636899692,6999.751803210929,634.0667500547653,5876.477427010586,7967.555636899692,6797.304987838424,2295.2000186895875,4648.0,17276.0,8957.331577820047,51,GROCERY I
2014-01-20,0,1,2014,1,0,0,0,0,,0.0,2409.2109822023504,8957.331577820047,7967.555636899692,7120.423436259296,17276.0,7683.5266113633115,668.480409547145,6991.030872616583,8957.331577820047,7219.812813983034,740.0065351627757,6280.649065838561,8957.331577820047,6853.138258474852,2329.018617144972,4648.0,17276.0,7639.545845322651,51,GROCERY I
2014-01-21,1,1,2014,1,0,0,0,0,94.51,0.0,2406.4513482757616,7639.545845322651,7684.098825025088,6524.855115315701,8048.0,7636.668069709449,656.6440065010873,6991.030872616583,8957.331577820047,7256.892986058987,747.6102521225519,6280.649065838561,8957.331577820047,6508.97918152209,1140.5451142447507,4648.0,8957.331577820047,9724.712986581451,51,GROCERY I
2014-01-22,2,1,2014,1,0,0,0,0,96.35,0.0,2393.499726551621,9724.712986581451,6991.030872616583,6892.159043876757,5355.0,7928.184378503215,1028.7450038695047,6991.030872616583,9724.712986581451,7485.4542625779695,964.3198746770945,6280.649065838561,9724.712986581451,6568.8617881857135,1261.902123001656,4648.0,9724.712986581451,9190.005087114343,51,GROCERY I
2014-01-23,3,1,2014,1,0,0,0,0,97.23,0.0,2379.816384103341,9190.005087114343,7539.395220941527,6327.758663363022,4648.0,8242.323552002894,1030.618629975354,6993.139184788203,9724.712986581451,7649.586122809225,1047.532309777328,6280.649065838561,9724.712986581451,6705.826255582656,1331.4763521419065,4648.0,9724.712986581451,8876.911817946546,51,GROCERY I
2014-01-24,4,1,2014,1,0,0,0,0,96.66,0.0,2349.0102635734524,8876.911817946546,6993.139184788203,6280.649065838561,5504.0,8433.39735157504,1002.1708281856402,6993.139184788203,9724.712986581451,7831.668490993761,1021.317245465315,6280.649065838561,9724.712986581451,6856.858820509318,1329.2527932065564,4717.0,9724.712986581451,8916.80614500606,51,GROCERY I
2014-01-25,5,1,2014,1,0,0,0,1,96.66,0.0,2327.2772723592348,8916.80614500606,7652.134961452038,6520.402214646354,5757.0,8708.206917320449,780.6809640512301,7639.545845322651,9724.712986581451,8019.965425220013,954.1664941517377,6520.402214646354,9724.712986581451,6978.744754259534,1356.7913348460465,4717.0,9724.712986581451,8938.58720511991,51,GROCERY I
2014-01-26,6,1,2014,1,0,0,0,1,96.66,0.0,2340.086514771209,8938.58720511991,8957.331577820047,7626.445576919592,4717.0,8891.985809273001,626.9158554563529,7639.545845322651,9724.712986581451,8192.692924539553,877.6334957410958,6991.030872616583,9724.712986581451,7092.372868728102,1383.643044887343,4717.0,9724.712986581451,9810.188462203649,51,GROCERY I
2014-01-27,0,1,2014,1,0,0,0,0,95.82,0.0,2340.6227319302493,9810.188462203649,7639.545845322651,7967.555636899692,6674.0,9013.822507042087,717.9899854053642,7639.545845322651,9810.188462203649,8348.674559202698,959.4934223430118,6991.030872616583,9810.188462203649,7274.272456663945,1394.5437923226602,4933.0,9810.188462203649,9833.641114679738,51,GROCERY I
2014-01-28,1,1,2014,1,0,0,0,0,97.49,0.0,2339.443489661258,9833.641114679738,9724.712986581451,7684.098825025088,4933.0,9327.264688378815,445.1220645412358,8876.911817946546,9833.641114679738,8481.96637904413,1029.5368363562825,6991.030872616583,9833.641114679738,7387.116782188224,1469.9686042247245,4933.0,9833.641114679738,9008.305179765905,51,GROCERY I
2014-01-29,2,1,2014,1,0,0,0,0,97.34,0.0,2357.624939316632,9008.305179765905,9190.005087114343,6991.030872616583,6238.65495823133,9224.920715976594,420.16899608563494,8876.911817946546,9833.641114679738,8576.552547239904,1011.2630168709444,6991.030872616583,9833.641114679738,7532.66339575129,1418.8443863417453,5143.4977257705605,9833.641114679738,9807.908446234049,51,GROCERY I
2014-01-30,3,1,2014,1,0,0,0,0,98.25,0.0,2346.6124372938543,9807.908446234049,8876.911817946546,7539.395220941527,5432.285458058473,9313.192624422265,473.17438564393075,8876.911817946546,9833.641114679738,8777.75808821258,949.9017987307891,6993.139184788203,9833.641114679738,7660.136734608531,1458.0748487833503,5143.4977257705605,9833.641114679738,9063.016172602296,51,GROCERY I
2014-01-31,4,1,2014,1,0,0,1,0,97.55,0.0,2338.032851870316,9063.016172602296,8916.80614500606,6993.139184788203,5207.576272462462,9339.778960801657,449.1962224070615,8916.80614500606,9833.641114679738,8886.588156188349,881.9597219981288,6993.139184788203,9833.641114679738,7789.805688699382,1413.368415424832,5143.4977257705605,9833.641114679738,9028.131631144204,51,GROCERY I
2014-02-01,5,2,2014,1,0,0,0,1,97.55,0.0,2342.4139469326597,9028.131631144204,8938.58720511991,7652.134961452038,5143.4977257705605,9355.682601678536,433.41878362180404,8938.58720511991,9833.641114679738,9031.94475949949,693.440382007954,7639.545845322651,9833.641114679738,7926.254094366586,1337.2125678364134,5143.4977257705605,9833.641114679738,8886.88838626607,51,GROCERY I
2014-02-02,6,2,2014,1,0,0,0,1,97.55,0.0,2346.759300719304,8886.88838626607,9810.188462203649,8957.331577820047,5876.477427010586,9348.297056127989,442.06497911684556,8886.88838626607,9833.641114679738,9120.141432700493,572.4064890057872,7639.545845322651,9833.641114679738,8059.946617955712,1231.6555116662282,5876.477427010586,9833.641114679738,10522.471357210798,51,GROCERY I
2014-02-03,0,2,2014,1,0,0,0,0,96.44,0.0,2350.706107039577,10522.471357210798,9833.641114679738,7639.545845322651,7120.423436259296,9450.051755414725,614.463473432674,8886.88838626607,10522.471357210798,9231.937131228404,680.751040335214,7639.545845322651,10522.471357210798,8225.87497260572,1239.5327874193579,6280.649065838561,10522.471357210798,9817.679199604223,51,GROCERY I
2014-02-04,1,2,2014,1,0,0,0,0,97.24,0.0,2354.0907456692908,9817.679199604223,9008.305179765905,9724.712986581451,6524.855115315701,9447.771481832506,612.8301701592334,8886.88838626607,10522.471357210798,9387.518085105661,518.3548995274006,8876.911817946546,10522.471357210798,8322.205535582325,1255.1510278178569,6280.649065838561,10522.471357210798,9817.679199604223,51,GROCERY I
2014-02-05,2,2,2014,1,0,0,0,0,97.4,0.0,2357.1613534220537,9817.679199604223,9807.908446234049,9190.005087114343,6892.159043876757,9563.39634180941,592.0982795739527,8886.88838626607,10522.471357210798,9394.158528893002,523.576037396559,8876.911817946546,10522.471357210798,8439.806395735486,1234.6036216951502,6280.649065838561,10522.471357210798,9817.679199604223,51,GROCERY I
2014-02-06,3,2,2014,1,0,0,0,0,97.84,0.0,2359.7187897520344,9817.679199604223,9063.016172602296,8876.911817946546,6327.758663363022,9564.792163719434,592.781887989884,8886.88838626607,10522.471357210798,9438.992394070852,531.5625981199994,8876.911817946546,10522.471357210798,8544.289258440038,1222.5095499154463,6280.649065838561,10522.471357210798,9660.545069960224,51,GROCERY I
2014-02-07,4,2,2014,1,0,0,0,0,99.98,0.0,2361.892098111323,9660.545069960224,9028.131631144204,8916.80614500606,6280.649065838561,9650.153434770566,549.9584602490181,8886.88838626607,10522.471357210798,9494.966197786114,508.5841904939966,8886.88838626607,10522.471357210798,8663.31734438994,1159.3200938659024,6280.649065838561,10522.471357210798,9695.141566432538,51,GROCERY I
2014-02-08,5,2,2014,1,0,0,0,1,99.98,0.0,2363.990606150394,9695.141566432538,8886.88838626607,8938.58720511991,6520.402214646354,9745.440568383185,477.19339038729083,8886.88838626607,10522.471357210798,9550.561585030862,482.3884244917502,8886.88838626607,10522.471357210798,8785.263505125438,1075.9972464749442,6520.402214646354,10522.471357210798,9637.255258592633,51,GROCERY I
2014-02-09,6,2,2014,1,0,0,0,1,99.98,0.0,2365.825801283058,9637.255258592633,10522.471357210798,9810.188462203649,7626.445576919592,9852.63583585841,305.6243950856257,9637.255258592633,10522.471357210798,9600.466445993197,449.20595896349636,8886.88838626607,10522.471357210798,8896.579685266375,990.8681026950213,6991.030872616583,10522.471357210798,10422.174382640047,51,GROCERY I
2014-02-10,0,2,2014,1,0,0,0,0,100.12,0.0,2367.1511309732887,10422.174382640047,9817.679199604223,9833.641114679738,7967.555636899692,9838.307696634016,269.1638555533309,9637.255258592633,10422.174382640047,9644.179726024371,498.28062942158044,8886.88838626607,10522.471357210798,8996.427142613535,998.9657843123452,6991.030872616583,10522.471357210798,9762.114206234393,51,GROCERY I
2014-02-11,1,2,2014,1,0,0,0,0,99.96,0.0,2367.7750095303304,9762.114206234393,9817.679199604223,9008.305179765905,7684.098825025088,9830.369840438327,270.6886073765362,9637.255258592633,10422.174382640047,9639.070661135416,496.55227486466794,8886.88838626607,10522.471357210798,9060.518520089774,988.0183235214005,6991.030872616583,10522.471357210798,9762.114206234393,51,GROCERY I
2014-02-12,2,2,2014,1,0,0,0,0,100.38,0.0,2368.063645401205,9762.114206234393,9817.679199604223,9807.908446234049,6991.030872616583,9822.431984242636,271.93462611738386,9637.255258592633,10422.174382640047,9692.914163026024,462.60308668314036,8886.88838626607,10522.471357210798,9134.733355132963,958.4005071471979,6991.030872616583,10522.471357210798,9707.309585326606,51,GROCERY I
2014-02-13,3,2,2014,1,0,0,0,0,100.27,0.0,2367.7184403195483,9707.309585326606,9660.545069960224,9063.016172602296,7539.395220941527,9806.66489648869,275.4332997497719,9637.255258592633,10422.174382640047,9685.728530104063,461.4593641614556,8886.88838626607,10522.471357210798,9231.74330915832,866.4364758295899,6993.139184788203,10522.471357210798,9580.824237481404,51,GROCERY I
2014-02-14,4,2,2014,1,0,0,0,0,100.31,0.0,2367.05126195978,9580.824237481404,9695.141566432538,9028.131631144204,6993.139184788203,9795.276206134573,283.9970948638234,9580.824237481404,10422.174382640047,9722.714820452571,427.1879529625797,8886.88838626607,10522.471357210798,9304.65148832046,802.2700909811686,6993.139184788203,10522.471357210798,9580.824237481404,51,GROCERY I
2014-02-15,5,2,2014,1,0,0,1,1,100.31,0.0,2366.3143623312276,9580.824237481404,9637.255258592633,8886.88838626607,7652.134961452038,9778.945159141555,293.83154994721474,9580.824237481404,10422.174382640047,9762.19286376237,381.1149655992976,8886.88838626607,10522.471357210798,9397.068811630932,663.1083482692165,7639.545845322651,10522.471357210798,9552.865787395236,51,GROCERY I
2014-02-16,6,2,2014,1,0,0,0,1,100.31,0.0,2365.418279103039,9552.865787395236,10422.174382640047,10522.471357210798,8957.331577820047,9766.889520399069,302.2251820247934,9552.865787395236,10422.174382640047,9809.76267812874,295.3760961476101,9552.865787395236,10522.471357210798,9464.952055414617,568.386057633541,7639.545845322651,10522.471357210798,10395.069174968126,51,GROCERY I
2014-02-17,0,2,2014,1,0,0,0,0,,0.0,2364.1121077014914,10395.069174968126,9762.114206234393,9817.679199604223,7639.545845322651,9763.01734787451,292.445674610807,9552.865787395236,10395.069174968126,9800.662522254263,272.8316119974391,9552.865787395236,10422.174382640047,9516.299826741333,585.513635520648,7639.545845322651,10522.471357210798,9613.914082564323,51,GROCERY I
2014-02-18,1,2,2014,1,0,0,0,0,102.54,0.0,2362.4728378963932,9613.914082564323,9762.114206234393,9817.679199604223,9724.712986581451,9741.845901635928,297.83669818149383,9552.865787395236,10395.069174968126,9786.107871037126,277.25326283388165,9552.865787395236,10422.174382640047,9586.812978071393,455.59940083657654,8876.911817946546,10522.471357210798,9681.040025581171,51,GROCERY I
2014-02-19,2,2,2014,1,0,0,0,0,103.46,0.0,2360.877492206843,9681.040025581171,9707.309585326606,9817.679199604223,9190.005087114343,9730.263875828325,298.49280835579043,9552.865787395236,10395.069174968126,9776.34793003548,278.4587727889578,9552.865787395236,10422.174382640047,9585.253229464242,455.184382032353,8876.911817946546,10522.471357210798,9681.040025581171,51,GROCERY I
2014-02-20,3,2,2014,1,0,0,0,0,103.2,0.0,2359.266375873659,9681.040025581171,9580.824237481404,9660.545069960224,8876.911817946546,9726.511081578976,298.9942149854885,9552.865787395236,10395.069174968126,9766.587989033835,279.2920278119509,9552.865787395236,10422.174382640047,9602.790191552342,448.8070169958065,8876.911817946546,10522.471357210798,9552.865787395236,51,GROCERY I
2014-02-21,4,2,2014,1,0,0,0,0,102.53,0.0,2357.6935434602556,9552.865787395236,9580.824237481404,9695.141566432538,8916.80614500606,9722.51701728095,301.4414280780655,9552.865787395236,10395.069174968126,9758.896611707763,283.88193038469615,9552.865787395236,10422.174382640047,9626.931404746938,425.9118159293269,8886.88838626607,10522.471357210798,9552.865787395236,51,GROCERY I
2014-02-22,5,2,2014,1,0,0,0,1,102.53,0.0,2356.5000040238765,9552.865787395236,9552.865787395236,9637.255258592633,8938.58720511991,9718.522952982927,303.8076791539774,9552.865787395236,10395.069174968126,9748.734056062242,288.8431121179289,9552.865787395236,10422.174382640047,9649.647820546552,402.9788368417833,8886.88838626607,10522.471357210798,9552.865787395236,51,GROCERY I
2014-02-23,6,2,2014,1,0,0,0,1,102.53,0.0,2355.7227913545607,9552.865787395236,10395.069174968126,10422.174382640047,9810.188462203649,9718.522952982927,303.8076791539774,9552.865787395236,10395.069174968126,9742.706236690998,292.20943968453435,9552.865787395236,10422.174382640047,9671.5863413421,378.83181351418807,8886.88838626607,10522.471357210798,10395.069174968126,51,GROCERY I
2014-02-24,0,2,2014,1,0,0,0,0,103.17,0.0,2355.946542280598,10395.069174968126,9613.914082564323,9762.114206234393,9833.641114679738,9718.522952982927,303.80767915397746,9552.865787395236,10395.069174968126,9740.770150428716,287.41160516525156,9552.865787395236,10395.069174968126,9692.474938226545,402.1638317500079,8886.88838626607,10522.471357210798,9681.040025581171,51,GROCERY I
2014-02-25,1,2,2014,1,0,0,0,0,102.2,0.0,2356.9021846113105,9681.040025581171,9681.040025581171,9762.114206234393,9008.305179765905,9728.112373413907,301.00190770837617,9552.865787395236,10395.069174968126,9734.979137524917,287.76502402232546,9552.865787395236,10395.069174968126,9687.024899330167,401.21280814427917,8886.88838626607,10522.471357210798,9681.040025581171,51,GROCERY I
2014-02-26,2,2,2014,1,0,0,0,0,102.93,0.0,2357.462706939314,9681.040025581171,9681.040025581171,9707.309585326606,9807.908446234049,9728.112373413907,301.00190770837617,9552.865787395236,10395.069174968126,9729.188124621114,287.99263236763113,9552.865787395236,10395.069174968126,9711.05114382357,378.5669097578345,8886.88838626607,10522.471357210798,9681.040025581171,51,GROCERY I
2014-02-27,3,2,2014,1,0,0,0,0,102.68,0.0,2358.024039439616,9681.040025581171,9552.865787395236,9580.824237481404,9063.016172602296,9728.112373413907,301.00190770837617,9552.865787395236,10395.069174968126,9727.311727496442,288.23162543445113,9552.865787395236,10395.069174968126,9706.520128800254,378.123677929005,8886.88838626607,10522.471357210798,9552.865787395236,51,GROCERY I
2014-02-28,4,2,2014,1,0,0,1,0,102.88,0.0,2358.643391098894,9552.865787395236,9552.865787395236,9580.824237481404,9028.131631144204,9728.112373413907,301.00190770837617,9552.865787395236,10395.069174968126,9725.31469534743,289.4190568483491,9552.865787395236,10395.069174968126,9724.0147579,358.0469400506336,8886.88838626607,10522.471357210798,9552.865787395236,51,GROCERY I
2014-03-01,5,3,2014,1,0,0,0,1,102.88,0.0,2358.6773394916363,9552.865787395236,9552.865787395236,9552.865787395236,8886.88838626607,9728.112373413906,301.00190770837617,9552.865787395236,10395.069174968126,9723.317663198419,290.58685654891747,9552.865787395236,10395.069174968126,9742.755263480392,333.1410759538594,8886.88838626607,10522.471357210798,9552.865787395236,51,GROCERY I
2014-03-02,6,3,2014,1,1,0,0,1,102.88,0.0,2359.0795028982297,9552.865787395236,10395.069174968126,10395.069174968126,10522.471357210798,9728.112373413906,301.00190770837617,9552.865787395236,10395.069174968126,9723.317663198419,290.58685654891747,9552.865787395236,10395.069174968126,9766.540170663577,290.863978398909,9552.865787395236,10522.471357210798,11053.582900521325,51,GROCERY I
2014-03-03,0,3,2014,1,1,1,0,0,105.34,0.0,2359.7810579324932,11053.582900521325,9681.040025581171,9613.914082564323,9817.679199604223,9822.18576277865,546.7639673036073,9552.865787395236,11053.582900521325,9770.354357880788,428.3340334364005,9552.865787395236,11053.582900521325,9785.508440067526,352.72604094600956,9552.865787395236,11053.582900521325,10434.666119006062,51,GROCERY I
2014-03-04,1,3,2014,1,1,1,0,0,103.64,0.0,2360.3599616324873,10434.666119006062,9681.040025581171,9681.040025581171,9817.679199604223,9929.84663326792,587.0518208306327,9552.865787395236,11053.582900521325,9828.979503340914,460.25331012922584,9552.865787395236,11053.582900521325,9807.543687189022,373.4721018920509,9552.865787395236,11053.582900521325,10434.666119006062,51,GROCERY I
2014-03-05,2,3,2014,1,0,0,0,0,101.75,0.0,2360.8133169962603,10434.666119006062,9681.040025581171,9681.040025581171,9817.679199604223,10037.507503757191,602.7134457260972,9552.865787395236,11053.582900521325,9882.809938585548,485.02439193216173,9552.865787395236,11053.582900521325,9829.578934310513,391.8419206352105,9552.865787395236,11053.582900521325,9773.188463921082,51,GROCERY I
2014-03-06,3,3,2014,1,0,0,0,0,101.82,0.0,2361.1502239948168,9773.188463921082,9552.865787395236,9552.865787395236,9660.545069960224,10050.671566377177,594.5815657480227,9552.865787395236,11053.582900521325,9889.391969895541,482.6953041162653,9552.865787395236,11053.582900521325,9827.989979464688,391.98214426482014,9552.865787395236,11053.582900521325,9669.621380312863,51,GROCERY I
2014-03-07,4,3,2014,1,0,0,0,0,102.82,0.0,2361.385539939001,9669.621380312863,9552.865787395236,9552.865787395236,9695.141566432538,10067.35093679398,579.7419930298803,9552.865787395236,11053.582900521325,9897.731655103942,477.413493706746,9552.865787395236,11053.582900521325,9828.314133405851,391.8422732456513,9552.865787395236,11053.582900521325,9669.621380312863,51,GROCERY I
2014-03-08,5,3,2014,1,0,0,0,1,102.82,0.0,2361.5263461562326,9669.621380312863,9552.865787395236,9552.865787395236,9637.255258592633,10084.030307210787,563.9372146285225,9552.865787395236,11053.582900521325,9906.071340312346,471.91390165809696,9552.865787395236,11053.582900521325,9827.40269818729,392.1930320766656,9552.865787395236,11053.582900521325,9669.621380312863,51,GROCERY I
2014-03-09,6,3,2014,1,0,0,0,1,102.82,0.0,2361.586598036372,9669.621380312863,11053.582900521325,10395.069174968126,10422.174382640047,10100.709677627588,547.0835850302274,9669.621380312863,11053.582900521325,9914.411025520747,466.18882057654963,9552.865787395236,11053.582900521325,9828.558631105872,391.65917683034496,9552.865787395236,11053.582900521325,10511.824767885751,51,GROCERY I
2014-03-10,0,3,2014,1,0,0,0,0,101.39,0.0,2361.57641470054,10511.824767885751,10434.666119006062,9681.040025581171,9762.114206234393,10023.31565867965,411.28297099945644,9669.621380312863,10511.824767885751,9922.75071072915,476.3816691915402,9552.865787395236,11053.582900521325,9831.760430578932,397.02143342276497,9552.865787395236,11053.582900521325,9773.188463921082,51,GROCERY I
2014-03-11,1,3,2014,1,0,0,0,0,100.29,0.0,2361.495941652212,9773.188463921082,10434.666119006062,9681.040025581171,9762.114206234393,9928.818850810367,375.4483938948841,9669.621380312863,10511.824767885751,9929.332742039143,473.41246596400697,9552.865787395236,11053.582900521325,9832.15593978203,396.95499329095026,9552.865787395236,11053.582900521325,9773.188463921082,51,GROCERY I
2014-03-12,2,3,2014,1,0,0,0,0,98.29,0.0,2361.3516129978507,9773.188463921082,9773.188463921082,9681.040025581171,9707.309585326606,9834.322042941085,303.20532387843485,9669.621380312863,10511.824767885751,9935.914773349137,470.3253339427112,9552.865787395236,11053.582900521325,9832.551448985128,396.88813330444356,9552.865787395236,11053.582900521325,9773.188463921082,51,GROCERY I
2014-03-13,3,3,2014,1,0,0,0,0,98.57,0.0,2361.1582957320034,9773.188463921082,9669.621380312863,9552.865787395236,9580.824237481404,9834.322042941085,303.2053238784349,9669.621380312863,10511.824767885751,9942.49680465913,467.1179349974914,9552.865787395236,11053.582900521325,9834.904266077787,396.3130346308457,9552.865787395236,11053.582900521325,9669.621380312863,51,GROCERY I
2014-03-14,4,3,2014,1,0,0,0,0,99.23,0.0,2360.9377386053916,9669.621380312863,9669.621380312863,9552.865787395236,9580.824237481404,9834.322042941085,303.20532387843485,9669.621380312863,10511.824767885751,9950.836489867532,460.6236667037564,9552.865787395236,11053.582900521325,9838.07559260748,394.555950355952,9552.865787395236,11053.582900521325,9669.621380312863,51,GROCERY I
2014-03-15,5,3,2014,1,0,0,1,1,99.23,0.0,2360.7002083788643,9669.621380312863,9669.621380312863,9552.865787395236,9552.865787395236,9834.322042941085,303.2053238784348,9669.621380312863,10511.824767885751,9959.176175075934,453.87152224655546,9552.865787395236,11053.582900521325,9841.246919137177,392.7644521774853,9552.865787395236,11053.582900521325,9669.621380312863,51,GROCERY I
2014-03-16,6,3,2014,1,0,0,0,1,99.23,0.0,2360.466267314175,9669.621380312863,10511.824767885751,11053.582900521325,10395.069174968126,9834.322042941085,303.2053238784348,9669.621380312863,10511.824767885751,9967.515860284335,446.8498118302134,9669.621380312863,11053.582900521325,9845.416761741379,390.20082664699294,9552.865787395236,11053.582900521325,10511.824767885751,51,GROCERY I
